county;avg_ph;avg_organic_matter_pct;avg_water_capacity;avg_bulk_density;avg_clay_pct;avg_sand_pct;avg_silt_pct;avg_cation_exchange_capacity;avg_saturated_hydraulic_conductivity;year;avg_soil_temperature_0_to_7cm;avg_soil_temperature_7_to_28cm;avg_soil_moisture_0_to_7cm;avg_soil_moisture_7_to_28cm
ASHLAND;5.79194636152895;6.53086666742961;0.185933331878235;1.30133332458635;18.6246478792647;26.4610525599697;54.4690141745017;16.2788618366893;15.4751333276431;2024;12.6093;12.4722;0.3228;0.3163
ASHLAND;5.79194636152895;6.53086666742961;0.185933331878235;1.30133332458635;18.6246478792647;26.4610525599697;54.4690141745017;16.2788618366893;15.4751333276431;2025;10.9514;10.7987;0.2763;0.2664
ASHTABULA;5.47241383996503;7.5560344774276;0.18913793136719;1.27034781335489;17.6863636363636;28.3651787638664;53.4327272761952;22.4454546191476;19.6610342962988;2020;11.21;11.0551;0.3322;0.3248
ASHTABULA;5.47241383996503;7.5560344774276;0.18913793136719;1.27034781335489;17.6863636363636;28.3651787638664;53.4327272761952;22.4454546191476;19.6610342962988;2021;11.4837;11.2915;0.3341;0.3244
ASHTABULA;5.47241383996503;7.5560344774276;0.18913793136719;1.27034781335489;17.6863636363636;28.3651787638664;53.4327272761952;22.4454546191476;19.6610342962988;2022;10.8363;10.692;0.343;0.3367
ASHTABULA;5.47241383996503;7.5560344774276;0.18913793136719;1.27034781335489;17.6863636363636;28.3651787638664;53.4327272761952;22.4454546191476;19.6610342962988;2023;11.0207;10.8667;0.3395;0.3382
ASHTABULA;5.47241383996503;7.5560344774276;0.18913793136719;1.27034781335489;17.6863636363636;28.3651787638664;53.4327272761952;22.4454546191476;19.6610342962988;2024;11.7111;11.5795;0.3337;0.3268
ASHTABULA;5.47241383996503;7.5560344774276;0.18913793136719;1.27034781335489;17.6863636363636;28.3651787638664;53.4327272761952;22.4454546191476;19.6610342962988;2025;10.8361;10.6507;0.2951;0.2876
ATHENS;5.47858827478745;8.72209411368651;0.167552941779003;1.25056470082087;20.3695090389991;22.3052082235614;56.7229975076917;16.5354477362846;18.3051106132479;2020;12.8943;12.7949;0.335;0.3308
ATHENS;5.47858827478745;8.72209411368651;0.167552941779003;1.25056470082087;20.3695090389991;22.3052082235614;56.7229975076917;16.5354477362846;18.3051106132479;2021;12.9;12.706;0.3289;0.3225
ATHENS;5.47858827478745;8.72209411368651;0.167552941779003;1.25056470082087;20.3695090389991;22.3052082235614;56.7229975076917;16.5354477362846;18.3051106132479;2022;12.6371;12.4957;0.3157;0.3081
ATHENS;5.47858827478745;8.72209411368651;0.167552941779003;1.25056470082087;20.3695090389991;22.3052082235614;56.7229975076917;16.5354477362846;18.3051106132479;2023;13.2752;13.1564;0.3057;0.2964
ATHENS;5.47858827478745;8.72209411368651;0.167552941779003;1.25056470082087;20.3695090389991;22.3052082235614;56.7229975076917;16.5354477362846;18.3051106132479;2024;14.0058;13.8548;0.2857;0.2737
ATHENS;5.47858827478745;8.72209411368651;0.167552941779003;1.25056470082087;20.3695090389991;22.3052082235614;56.7229975076917;16.5354477362846;18.3051106132479;2025;12.6816;12.5962;0.2839;0.2814
AUGLAIZE;6.57633133893888;4.61982758565881;0.212873559916156;1.39310345558942;27.1705882352941;22.0017543006362;50.698235354704;22.2051724181778;8.53603453540254;2020;12.986;12.8676;0.3022;0.2957
AUGLAIZE;6.57633133893888;4.61982758565881;0.212873559916156;1.39310345558942;27.1705882352941;22.0017543006362;50.698235354704;22.2051724181778;8.53603453540254;2021;13.3469;13.1773;0.3002;0.286
AUGLAIZE;6.57633133893888;4.61982758565881;0.212873559916156;1.39310345558942;27.1705882352941;22.0017543006362;50.698235354704;22.2051724181778;8.53603453540254;2022;12.7896;12.6883;0.2948;0.2854
AUGLAIZE;6.57633133893888;4.61982758565881;0.212873559916156;1.39310345558942;27.1705882352941;22.0017543006362;50.698235354704;22.2051724181778;8.53603453540254;2023;13.245;13.1609;0.2967;0.286
AUGLAIZE;6.57633133893888;4.61982758565881;0.212873559916156;1.39310345558942;27.1705882352941;22.0017543006362;50.698235354704;22.2051724181778;8.53603453540254;2024;13.4999;13.3594;0.3071;0.3003
AUGLAIZE;6.57633133893888;4.61982758565881;0.212873559916156;1.39310345558942;27.1705882352941;22.0017543006362;50.698235354704;22.2051724181778;8.53603453540254;2025;11.866;11.759;0.2887;0.2819
BELMONT;5.79716981881819;4.62078617653757;0.168930818297484;1.37031446369189;21.2598038467706;21.364052152322;57.376143592635;16.8013515300579;12.7988050672806;2020;12.0972;11.964;0.3315;0.3245
BELMONT;5.79716981881819;4.62078617653757;0.168930818297484;1.37031446369189;21.2598038467706;21.364052152322;57.376143592635;16.8013515300579;12.7988050672806;2021;12.0282;11.8118;0.3341;0.3286
BELMONT;5.79716981881819;4.62078617653757;0.168930818297484;1.37031446369189;21.2598038467706;21.364052152322;57.376143592635;16.8013515300579;12.7988050672806;2022;11.6058;11.4782;0.3432;0.3384
BELMONT;5.79716981881819;4.62078617653757;0.168930818297484;1.37031446369189;21.2598038467706;21.364052152322;57.376143592635;16.8013515300579;12.7988050672806;2023;12.1627;12.0096;0.3226;0.3179
BELMONT;5.79716981881819;4.62078617653757;0.168930818297484;1.37031446369189;21.2598038467706;21.364052152322;57.376143592635;16.8013515300579;12.7988050672806;2024;12.7864;12.6654;0.3037;0.2915
BELMONT;5.79716981881819;4.62078617653757;0.168930818297484;1.37031446369189;21.2598038467706;21.364052152322;57.376143592635;16.8013515300579;12.7988050672806;2025;12.0448;11.8434;0.2508;0.2269
BROWN;6.264646481986;2.15959594466469;0.205757576106775;1.39181817541219;21.5151515151515;19.0737373178655;59.411111311479;17.7182795206706;7.43242428880749;2020;13.5541;13.4991;0.3448;0.3435
BROWN;6.264646481986;2.15959594466469;0.205757576106775;1.39181817541219;21.5151515151515;19.0737373178655;59.411111311479;17.7182795206706;7.43242428880749;2021;13.6056;13.4516;0.3436;0.3406
BROWN;6.264646481986;2.15959594466469;0.205757576106775;1.39181817541219;21.5151515151515;19.0737373178655;59.411111311479;17.7182795206706;7.43242428880749;2022;13.3259;13.257;0.3349;0.3328
BROWN;6.264646481986;2.15959594466469;0.205757576106775;1.39181817541219;21.5151515151515;19.0737373178655;59.411111311479;17.7182795206706;7.43242428880749;2023;14.1889;14.1274;0.3248;0.3226
BROWN;6.264646481986;2.15959594466469;0.205757576106775;1.39181817541219;21.5151515151515;19.0737373178655;59.411111311479;17.7182795206706;7.43242428880749;2024;14.4147;14.311;0.3223;0.3195
BROWN;6.264646481986;2.15959594466469;0.205757576106775;1.39181817541219;21.5151515151515;19.0737373178655;59.411111311479;17.7182795206706;7.43242428880749;2025;12.9133;12.838;0.2827;0.2839
BUTLER;6.49433591216803;2.34433593507856;0.203652344061993;1.41427734703757;21.1449218690395;22.7748045669869;56.08027324453;16.697450986563;9.25861330551561;2020;13.3813;13.3164;0.3407;0.3445
BUTLER;6.49433591216803;2.34433593507856;0.203652344061993;1.41427734703757;21.1449218690395;22.7748045669869;56.08027324453;16.697450986563;9.25861330551561;2021;13.5691;13.4307;0.343;0.3463
BUTLER;6.49433591216803;2.34433593507856;0.203652344061993;1.41427734703757;21.1449218690395;22.7748045669869;56.08027324453;16.697450986563;9.25861330551561;2022;13.3898;13.3129;0.309;0.3071
BUTLER;6.49433591216803;2.34433593507856;0.203652344061993;1.41427734703757;21.1449218690395;22.7748045669869;56.08027324453;16.697450986563;9.25861330551561;2023;13.9824;13.9139;0.3127;0.3141
BUTLER;6.49433591216803;2.34433593507856;0.203652344061993;1.41427734703757;21.1449218690395;22.7748045669869;56.08027324453;16.697450986563;9.25861330551561;2024;14.2713;14.1504;0.3141;0.3189
BUTLER;6.49433591216803;2.34433593507856;0.203652344061993;1.41427734703757;21.1449218690395;22.7748045669869;56.08027324453;16.697450986563;9.25861330551561;2025;13.5093;13.3386;0.2581;0.2694
CARROLL;5.61433695037732;8.49810036578913;0.153082437793254;1.27784946138927;18.615354297668;26.2992095193373;54.7952756656436;13.3352600783971;20.6330824479941;2020;11.6914;11.5391;0.3332;0.3255
CARROLL;5.61433695037732;8.49810036578913;0.153082437793254;1.27784946138927;18.615354297668;26.2992095193373;54.7952756656436;13.3352600783971;20.6330824479941;2021;11.7046;11.4648;0.3328;0.3257
CARROLL;5.61433695037732;8.49810036578913;0.153082437793254;1.27784946138927;18.615354297668;26.2992095193373;54.7952756656436;13.3352600783971;20.6330824479941;2022;11.3008;11.178;0.3328;0.3255
CARROLL;5.61433695037732;8.49810036578913;0.153082437793254;1.27784946138927;18.615354297668;26.2992095193373;54.7952756656436;13.3352600783971;20.6330824479941;2023;11.705;11.5484;0.324;0.3222
CARROLL;5.61433695037732;8.49810036578913;0.153082437793254;1.27784946138927;18.615354297668;26.2992095193373;54.7952756656436;13.3352600783971;20.6330824479941;2024;12.2675;12.138;0.3107;0.3003
CARROLL;5.61433695037732;8.49810036578913;0.153082437793254;1.27784946138927;18.615354297668;26.2992095193373;54.7952756656436;13.3352600783971;20.6330824479941;2025;11.3736;11.1937;0.2668;0.2474
CHAMPAIGN;6.52964595566809;3.52826086956522;0.20360869438104;1.39521740014138;21.307929513738;24.4173913375191;53.9519823805351;17.9239130476247;9.50469570989194;2020;12.7504;12.6429;0.3117;0.3026
CHAMPAIGN;6.52964595566809;3.52826086956522;0.20360869438104;1.39521740014138;21.307929513738;24.4173913375191;53.9519823805351;17.9239130476247;9.50469570989194;2021;13.0456;12.8773;0.3078;0.2955
CHAMPAIGN;6.52964595566809;3.52826086956522;0.20360869438104;1.39521740014138;21.307929513738;24.4173913375191;53.9519823805351;17.9239130476247;9.50469570989194;2022;12.5892;12.4899;0.3008;0.2851
CHAMPAIGN;6.52964595566809;3.52826086956522;0.20360869438104;1.39521740014138;21.307929513738;24.4173913375191;53.9519823805351;17.9239130476247;9.50469570989194;2023;13.1833;13.0974;0.2938;0.2781
CHAMPAIGN;6.52964595566809;3.52826086956522;0.20360869438104;1.39521740014138;21.307929513738;24.4173913375191;53.9519823805351;17.9239130476247;9.50469570989194;2024;13.4727;13.3191;0.2987;0.2881
CHAMPAIGN;6.52964595566809;3.52826086956522;0.20360869438104;1.39521740014138;21.307929513738;24.4173913375191;53.9519823805351;17.9239130476247;9.50469570989194;2025;11.6309;11.5112;0.2924;0.2854
CLARK;6.50815212726593;4.61801075230363;0.202956988606402;1.37553763774134;22.8154696153672;23.5553762989659;52.9784529037897;20.8150537680554;9.08279033630125;2020;12.7708;12.6683;0.3154;0.303
CLARK;6.50815212726593;4.61801075230363;0.202956988606402;1.37553763774134;22.8154696153672;23.5553762989659;52.9784529037897;20.8150537680554;9.08279033630125;2021;12.9374;12.7554;0.3161;0.3026
CLARK;6.50815212726593;4.61801075230363;0.202956988606402;1.37553763774134;22.8154696153672;23.5553762989659;52.9784529037897;20.8150537680554;9.08279033630125;2022;12.6197;12.5221;0.2971;0.2794
CLARK;6.50815212726593;4.61801075230363;0.202956988606402;1.37553763774134;22.8154696153672;23.5553762989659;52.9784529037897;20.8150537680554;9.08279033630125;2023;13.0889;12.9954;0.3025;0.2886
CLARK;6.50815212726593;4.61801075230363;0.202956988606402;1.37553763774134;22.8154696153672;23.5553762989659;52.9784529037897;20.8150537680554;9.08279033630125;2024;13.5326;13.3838;0.3026;0.296
CLARK;6.50815212726593;4.61801075230363;0.202956988606402;1.37553763774134;22.8154696153672;23.5553762989659;52.9784529037897;20.8150537680554;9.08279033630125;2025;11.774;11.6668;0.2919;0.2989
CLERMONT;6.32655172676876;2.12051722756748;0.2056896553985;1.40037930546136;20.1665517215071;21.7693102146017;58.0641381033536;14.8545787290776;8.73363798199029;2020;12.9297;12.8639;0.3448;0.3455
CLERMONT;6.32655172676876;2.12051722756748;0.2056896553985;1.40037930546136;20.1665517215071;21.7693102146017;58.0641381033536;14.8545787290776;8.73363798199029;2021;13.0924;12.9341;0.3402;0.3382
CLERMONT;6.32655172676876;2.12051722756748;0.2056896553985;1.40037930546136;20.1665517215071;21.7693102146017;58.0641381033536;14.8545787290776;8.73363798199029;2022;12.78;12.6999;0.3318;0.3304
CLERMONT;6.32655172676876;2.12051722756748;0.2056896553985;1.40037930546136;20.1665517215071;21.7693102146017;58.0641381033536;14.8545787290776;8.73363798199029;2023;13.5392;13.4669;0.319;0.3178
CLERMONT;6.32655172676876;2.12051722756748;0.2056896553985;1.40037930546136;20.1665517215071;21.7693102146017;58.0641381033536;14.8545787290776;8.73363798199029;2024;13.8979;13.7727;0.3201;0.3205
CLERMONT;6.32655172676876;2.12051722756748;0.2056896553985;1.40037930546136;20.1665517215071;21.7693102146017;58.0641381033536;14.8545787290776;8.73363798199029;2025;12.8278;12.7696;0.289;0.2938
CLINTON;6.3447916234533;2.36874999416371;0.210520832333714;1.40166666979591;20.4895833333333;21.7854165807366;57.7249999841054;14.589947094993;7.95015630157044;2020;13.0146;12.9263;0.3201;0.316
CLINTON;6.3447916234533;2.36874999416371;0.210520832333714;1.40166666979591;20.4895833333333;21.7854165807366;57.7249999841054;14.589947094993;7.95015630157044;2021;13.3136;13.1183;0.3106;0.3005
CLINTON;6.3447916234533;2.36874999416371;0.210520832333714;1.40166666979591;20.4895833333333;21.7854165807366;57.7249999841054;14.589947094993;7.95015630157044;2022;12.9097;12.8043;0.2994;0.2929
CLINTON;6.3447916234533;2.36874999416371;0.210520832333714;1.40166666979591;20.4895833333333;21.7854165807366;57.7249999841054;14.589947094993;7.95015630157044;2023;13.8118;13.7085;0.2912;0.2765
CLINTON;6.3447916234533;2.36874999416371;0.210520832333714;1.40166666979591;20.4895833333333;21.7854165807366;57.7249999841054;14.589947094993;7.95015630157044;2024;14.0838;13.9379;0.2946;0.2837
CLINTON;6.3447916234533;2.36874999416371;0.210520832333714;1.40166666979591;20.4895833333333;21.7854165807366;57.7249999841054;14.589947094993;7.95015630157044;2025;12.4652;12.3382;0.2809;0.2812
COLUMBIANA;5.6540856491267;8.46264368387018;0.170381679064559;1.28904214175953;18.896265536423;24.8259258937443;55.2419087421845;18.3405882078059;15.5435742028483;2020;11.4908;11.3331;0.3256;0.3168
COLUMBIANA;5.6540856491267;8.46264368387018;0.170381679064559;1.28904214175953;18.896265536423;24.8259258937443;55.2419087421845;18.3405882078059;15.5435742028483;2021;11.4873;11.255;0.3334;0.324
COLUMBIANA;5.6540856491267;8.46264368387018;0.170381679064559;1.28904214175953;18.896265536423;24.8259258937443;55.2419087421845;18.3405882078059;15.5435742028483;2022;10.9898;10.8705;0.334;0.326
COLUMBIANA;5.6540856491267;8.46264368387018;0.170381679064559;1.28904214175953;18.896265536423;24.8259258937443;55.2419087421845;18.3405882078059;15.5435742028483;2023;11.4032;11.2479;0.3284;0.3287
COLUMBIANA;5.6540856491267;8.46264368387018;0.170381679064559;1.28904214175953;18.896265536423;24.8259258937443;55.2419087421845;18.3405882078059;15.5435742028483;2024;11.9222;11.7823;0.3197;0.3096
COLUMBIANA;5.6540856491267;8.46264368387018;0.170381679064559;1.28904214175953;18.896265536423;24.8259258937443;55.2419087421845;18.3405882078059;15.5435742028483;2025;10.6979;10.5612;0.2913;0.2818
COSHOCTON;5.71892657118329;7.84081921621231;0.16307909623062;1.27615818635976;17.9525993650477;28.4652308332003;53.1446483740384;12.4187754903521;20.04256211438;2020;12.1728;12.0417;0.3219;0.3103
COSHOCTON;5.71892657118329;7.84081921621231;0.16307909623062;1.27615818635976;17.9525993650477;28.4652308332003;53.1446483740384;12.4187754903521;20.04256211438;2021;12.2728;12.0658;0.3189;0.3074
COSHOCTON;5.71892657118329;7.84081921621231;0.16307909623062;1.27615818635976;17.9525993650477;28.4652308332003;53.1446483740384;12.4187754903521;20.04256211438;2022;11.8919;11.7652;0.324;0.3139
COSHOCTON;5.71892657118329;7.84081921621231;0.16307909623062;1.27615818635976;17.9525993650477;28.4652308332003;53.1446483740384;12.4187754903521;20.04256211438;2023;12.2276;12.1146;0.3177;0.3138
COSHOCTON;5.71892657118329;7.84081921621231;0.16307909623062;1.27615818635976;17.9525993650477;28.4652308332003;53.1446483740384;12.4187754903521;20.04256211438;2024;12.8198;12.6939;0.3006;0.2926
COSHOCTON;5.71892657118329;7.84081921621231;0.16307909623062;1.27615818635976;17.9525993650477;28.4652308332003;53.1446483740384;12.4187754903521;20.04256211438;2025;11.9685;11.8032;0.2706;0.2508
CRAWFORD;6.23298969465433;4.71859296722029;0.204472359400898;1.37733668575634;23.4046391752577;22.6734693196355;53.6881444085505;21.2458762876766;8.98615582530672;2020;12.4689;12.3285;0.32;0.3086
CRAWFORD;6.23298969465433;4.71859296722029;0.204472359400898;1.37733668575634;23.4046391752577;22.6734693196355;53.6881444085505;21.2458762876766;8.98615582530672;2021;12.8598;12.6459;0.31;0.2937
CRAWFORD;6.23298969465433;4.71859296722029;0.204472359400898;1.37733668575634;23.4046391752577;22.6734693196355;53.6881444085505;21.2458762876766;8.98615582530672;2022;12.318;12.1944;0.304;0.2904
CRAWFORD;6.23298969465433;4.71859296722029;0.204472359400898;1.37733668575634;23.4046391752577;22.6734693196355;53.6881444085505;21.2458762876766;8.98615582530672;2023;12.6605;12.5315;0.3115;0.3008
CRAWFORD;6.23298969465433;4.71859296722029;0.204472359400898;1.37733668575634;23.4046391752577;22.6734693196355;53.6881444085505;21.2458762876766;8.98615582530672;2024;13.0162;12.8666;0.3145;0.3064
CRAWFORD;6.23298969465433;4.71859296722029;0.204472359400898;1.37733668575634;23.4046391752577;22.6734693196355;53.6881444085505;21.2458762876766;8.98615582530672;2025;11.1592;11.0167;0.2949;0.2871
CUYAHOGA;5.61057700102146;6.51428570974441;0.192952379868144;1.3034285602825;19.555;27.8149999427795;52.6300000476837;15.2344445228577;13.1567619005839;2020;12.2747;12.1491;0.3264;0.3235
CUYAHOGA;5.61057700102146;6.51428570974441;0.192952379868144;1.3034285602825;19.555;27.8149999427795;52.6300000476837;15.2344445228577;13.1567619005839;2021;12.5981;12.4146;0.3205;0.3138
CUYAHOGA;5.61057700102146;6.51428570974441;0.192952379868144;1.3034285602825;19.555;27.8149999427795;52.6300000476837;15.2344445228577;13.1567619005839;2022;11.9157;11.8042;0.3252;0.3178
CUYAHOGA;5.61057700102146;6.51428570974441;0.192952379868144;1.3034285602825;19.555;27.8149999427795;52.6300000476837;15.2344445228577;13.1567619005839;2023;12.2677;12.1221;0.3313;0.3292
CUYAHOGA;5.61057700102146;6.51428570974441;0.192952379868144;1.3034285602825;19.555;27.8149999427795;52.6300000476837;15.2344445228577;13.1567619005839;2024;12.8669;12.7595;0.3261;0.3203
CUYAHOGA;5.61057700102146;6.51428570974441;0.192952379868144;1.3034285602825;19.555;27.8149999427795;52.6300000476837;15.2344445228577;13.1567619005839;2025;11.5132;11.266;0.2718;0.3078
DARKE;6.47727267429082;3.66044776119403;0.205373132406776;1.41199005851105;24.3277777758512;23.5840795146885;51.7308081424598;19.1960199341845;7.71691544850667;2020;12.7592;12.6666;0.3122;0.3024
DARKE;6.47727267429082;3.66044776119403;0.205373132406776;1.41199005851105;24.3277777758512;23.5840795146885;51.7308081424598;19.1960199341845;7.71691544850667;2021;13.1581;12.9879;0.31;0.2995
DARKE;6.47727267429082;3.66044776119403;0.205373132406776;1.41199005851105;24.3277777758512;23.5840795146885;51.7308081424598;19.1960199341845;7.71691544850667;2022;12.81;12.7019;0.2907;0.2713
DARKE;6.47727267429082;3.66044776119403;0.205373132406776;1.41199005851105;24.3277777758512;23.5840795146885;51.7308081424598;19.1960199341845;7.71691544850667;2023;13.4098;13.3229;0.2867;0.2694
DARKE;6.47727267429082;3.66044776119403;0.205373132406776;1.41199005851105;24.3277777758512;23.5840795146885;51.7308081424598;19.1960199341845;7.71691544850667;2024;13.5096;13.3708;0.2965;0.286
DARKE;6.47727267429082;3.66044776119403;0.205373132406776;1.41199005851105;24.3277777758512;23.5840795146885;51.7308081424598;19.1960199341845;7.71691544850667;2025;11.84;11.7249;0.2801;0.2741
DEFIANCE;6.33916082248821;4.62027397547683;0.177602740132237;1.39363014269365;25.3485915492958;36.6105634460987;38.0408450851978;20.5479452103785;17.6071574194995;2020;12.5404;12.398;0.3002;0.2887
DEFIANCE;6.33916082248821;4.62027397547683;0.177602740132237;1.39363014269365;25.3485915492958;36.6105634460987;38.0408450851978;20.5479452103785;17.6071574194995;2021;13.0647;12.8789;0.2984;0.2869
DEFIANCE;6.33916082248821;4.62027397547683;0.177602740132237;1.39363014269365;25.3485915492958;36.6105634460987;38.0408450851978;20.5479452103785;17.6071574194995;2022;12.2234;12.0961;0.2975;0.2824
DEFIANCE;6.33916082248821;4.62027397547683;0.177602740132237;1.39363014269365;25.3485915492958;36.6105634460987;38.0408450851978;20.5479452103785;17.6071574194995;2023;12.7316;12.5904;0.3009;0.2879
DEFIANCE;6.33916082248821;4.62027397547683;0.177602740132237;1.39363014269365;25.3485915492958;36.6105634460987;38.0408450851978;20.5479452103785;17.6071574194995;2024;12.7454;12.6132;0.3101;0.3028
DEFIANCE;6.33916082248821;4.62027397547683;0.177602740132237;1.39363014269365;25.3485915492958;36.6105634460987;38.0408450851978;20.5479452103785;17.6071574194995;2025;11.5159;11.3878;0.2723;0.2662
DELAWARE;6.27589283670698;3.41814159292035;0.208053094689297;1.40221239138493;24.40625;22.4584070560152;52.934821333204;20.5018691660088;8.62088501136915;2020;12.5852;12.4779;0.3226;0.317
DELAWARE;6.27589283670698;3.41814159292035;0.208053094689297;1.40221239138493;24.40625;22.4584070560152;52.934821333204;20.5018691660088;8.62088501136915;2021;12.8855;12.6826;0.3147;0.3035
DELAWARE;6.27589283670698;3.41814159292035;0.208053094689297;1.40221239138493;24.40625;22.4584070560152;52.934821333204;20.5018691660088;8.62088501136915;2022;12.3719;12.266;0.3178;0.308
DELAWARE;6.27589283670698;3.41814159292035;0.208053094689297;1.40221239138493;24.40625;22.4584070560152;52.934821333204;20.5018691660088;8.62088501136915;2023;12.8295;12.7182;0.3153;0.3076
DELAWARE;6.27589283670698;3.41814159292035;0.208053094689297;1.40221239138493;24.40625;22.4584070560152;52.934821333204;20.5018691660088;8.62088501136915;2024;13.2247;13.0857;0.3183;0.3103
DELAWARE;6.27589283670698;3.41814159292035;0.208053094689297;1.40221239138493;24.40625;22.4584070560152;52.934821333204;20.5018691660088;8.62088501136915;2025;11.6999;11.5705;0.2793;0.2818
ERIE;6.17851850368359;4.50673915165058;0.190579709583435;1.35652173569669;21.0296296296296;34.9822222497728;43.9881481771116;19.8477611826427;19.6364852892424;2020;12.4801;12.3529;0.3132;0.305
ERIE;6.17851850368359;4.50673915165058;0.190579709583435;1.35652173569669;21.0296296296296;34.9822222497728;43.9881481771116;19.8477611826427;19.6364852892424;2021;13.0289;12.8293;0.3033;0.2887
ERIE;6.17851850368359;4.50673915165058;0.190579709583435;1.35652173569669;21.0296296296296;34.9822222497728;43.9881481771116;19.8477611826427;19.6364852892424;2022;12.1895;12.0667;0.3065;0.2954
ERIE;6.17851850368359;4.50673915165058;0.190579709583435;1.35652173569669;21.0296296296296;34.9822222497728;43.9881481771116;19.8477611826427;19.6364852892424;2023;12.5285;12.4123;0.3088;0.2991
ERIE;6.17851850368359;4.50673915165058;0.190579709583435;1.35652173569669;21.0296296296296;34.9822222497728;43.9881481771116;19.8477611826427;19.6364852892424;2024;13.1211;13.0015;0.3055;0.2957
ERIE;6.17851850368359;4.50673915165058;0.190579709583435;1.35652173569669;21.0296296296296;34.9822222497728;43.9881481771116;19.8477611826427;19.6364852892424;2025;11.3417;11.1857;0.279;0.2744
FAIRFIELD;6.0718875276037;4.37361111243566;0.198809522551499;1.36880953077759;20.807317066968;24.0158537287053;54.770325203252;17.4843478389408;12.7778516062535;2020;12.9457;12.8673;0.341;0.3366
FAIRFIELD;6.0718875276037;4.37361111243566;0.198809522551499;1.36880953077759;20.807317066968;24.0158537287053;54.770325203252;17.4843478389408;12.7778516062535;2021;13.0683;12.8839;0.3413;0.3371
FAIRFIELD;6.0718875276037;4.37361111243566;0.198809522551499;1.36880953077759;20.807317066968;24.0158537287053;54.770325203252;17.4843478389408;12.7778516062535;2022;12.7327;12.6092;0.3342;0.3295
